date,portfolio,nav,dailyreturn
2026-03-11,aggressive,15616.490789183204,0.0057163470046144305
2026-03-12,aggressive,15153.932821863915,-0.02961984056236766
2026-03-13,aggressive,15039.534711009268,-0.0075490707395504675
2026-03-16,aggressive,15293.343632135151,0.016876115252427937
2026-03-17,aggressive,15400.951942692984,0.007036284094978473
2026-03-18,aggressive,15221.857832701246,-0.011628768835728387
2026-03-19,aggressive,15256.716819328383,0.00229006124024167
2026-03-20,aggressive,14942.918898899821,-0.020567853762024302
2026-03-23,aggressive,15197.68615601831,0.017049363570944998
2026-03-24,aggressive,15236.70101272488,0.002567157678218024
2026-03-25,aggressive,15370.616809675877,0.00878902833619688
2026-03-26,aggressive,14749.724636686742,-0.04039474672208865
2026-03-27,aggressive,14457.823054850884,-0.019790307210876046
2026-03-30,aggressive,14136.120770787868,-0.022251087376192413
2026-03-31,aggressive,14866.751314331314,0.05168536371401733
2026-04-01,aggressive,15145.237315661181,0.018732135585089793
2026-04-02,aggressive,15125.99156783595,-0.0012707458737096777
2026-04-06,aggressive,15210.83928357971,0.005609398588068748
2026-04-07,aggressive,15288.321710190172,0.005093895554738159
2026-04-08,aggressive,15982.348870561835,0.04539590241020841
2026-04-09,aggressive,16215.596017411357,0.014594046766126079
2026-04-10,aggressive,16416.593074471068,0.012395292583996964
2026-04-13,aggressive,16693.298546130118,0.016855231192234754
2026-04-14,aggressive,17036.16060996364,0.020538904452350293
2026-04-15,aggressive,17198.255385879347,0.009514748048389698
2026-04-16,aggressive,17325.605488954807,0.007404826839588763
2026-04-17,aggressive,17675.35731290349,0.020186989953779655
2026-04-20,aggressive,17669.19047888598,-0.00034889444712993267
2026-04-21,aggressive,17599.58563129553,-0.003939334270781969
2026-04-22,aggressive,18037.251784153337,0.024867980532425227
2026-04-23,aggressive,17926.86161446136,-0.006120121347364171
2026-04-24,aggressive,18529.400517908904,0.03361095301597494
2026-04-27,aggressive,18376.177113376303,-0.008269204628854943
2026-04-28,aggressive,17922.197300056134,-0.024704801794150688
2026-04-29,aggressive,18042.567485230276,0.0067162626969721195
2026-04-30,aggressive,18366.732928733993,0.017966702564315096
2026-05-01,aggressive,18496.166166450872,0.007047156302598889
2026-05-04,aggressive,18407.10634731504,-0.004815042119235113
2026-05-05,aggressive,18834.617764644532,0.023225346193094243
